frequency_mhz,symbol_rate_msps,power_dbm,noise_hex,noise_dec,locked,esno_db
1050,31,-25,0X1C008,114696,True,24.99
1050,31,-25,0X1C010,114704,True,21.68
1050,31,-25,0X1C018,114712,True,18.92
1050,31,-25,0X1C020,114720,True,16.7
1050,31,-25,0X1C028,114728,True,14.91
1050,31,-25,0X1C030,114736,True,13.42
1050,31,-25,0X1C038,114744,True,12.09
1050,31,-25,0X1C040,114752,True,10.97
1050,31,-25,0X1C048,114760,True,9.97
1050,31,-25,0X1C050,114768,True,9.06
1050,31,-25,0X1C058,114776,True,8.23
1050,31,-25,0X1C060,114784,True,7.47
1050,31,-25,0X1C068,114792,True,6.79
1050,31,-25,0X1C070,114800,True,6.13
1050,31,-25,0X1C078,114808,True,5.54
1050,31,-25,0X1C080,114816,True,4.96
1050,31,-25,0X1C088,114824,True,4.46
1050,31,-25,0X1C090,114832,True,3.96
1050,31,-25,0X1C098,114840,True,3.5
1050,31,-25,0X1C0A0,114848,True,3.02
1050,31,-25,0X1C0A8,114856,True,2.62
1050,31,-25,0X1C0B0,114864,True,2.19
1050,31,-25,0X1C0B8,114872,True,1.8
1050,31,-25,0X1C0C0,114880,True,1.41
1050,31,-25,0X1C0C8,114888,True,1.05
1050,31,-25,0X1C0D0,114896,True,0.75
1050,31,-25,0X1C0D8,114904,True,0.39
1050,31,-25,0X1C0E0,114912,True,0.07
1050,31,-25,0X1C0E8,114920,True,-0.23
1050,31,-25,0X1C0F0,114928,True,-0.52
1050,31,-25,0X1C0F8,114936,True,-0.84
1050,31,-25,0X1C100,114944,True,-1.12
1050,31,-25,0X1C108,114952,True,-1.39
1050,31,-25,0X1C110,114960,True,-1.63
1050,31,-25,0X1C118,114968,True,-1.92
1050,31,-25,0X1C120,114976,True,-2.16
1050,31,-20,0X1C000,114688,True,27.11
1050,31,-20,0X1C008,114696,True,25.04
1050,31,-20,0X1C010,114704,True,21.71
1050,31,-20,0X1C018,114712,True,18.94
1050,31,-20,0X1C020,114720,True,16.71
1050,31,-20,0X1C028,114728,True,14.91
1050,31,-20,0X1C030,114736,True,13.42
1050,31,-20,0X1C038,114744,True,12.1
1050,31,-20,0X1C040,114752,True,10.97
1050,31,-20,0X1C048,114760,True,9.98
1050,31,-20,0X1C050,114768,True,9.07
1050,31,-20,0X1C058,114776,True,8.24
1050,31,-20,0X1C060,114784,True,7.47
1050,31,-20,0X1C068,114792,True,6.79
1050,31,-20,0X1C070,114800,True,6.14
1050,31,-20,0X1C078,114808,True,5.55
1050,31,-20,0X1C080,114816,True,4.99
1050,31,-20,0X1C088,114824,True,4.47
1050,31,-20,0X1C090,114832,True,3.95
1050,31,-20,0X1C098,114840,True,3.5
1050,31,-20,0X1C0A0,114848,True,3.02
1050,31,-20,0X1C0A8,114856,True,2.6
1050,31,-20,0X1C0B0,114864,True,2.19
1050,31,-20,0X1C0B8,114872,True,1.82
1050,31,-20,0X1C0C0,114880,True,1.42
1050,31,-20,0X1C0C8,114888,True,1.05
1050,31,-20,0X1C0D0,114896,True,0.72
1050,31,-20,0X1C0D8,114904,True,0.4
1050,31,-20,0X1C0E0,114912,True,0.11
1050,31,-20,0X1C0E8,114920,True,-0.23
1050,31,-20,0X1C0F0,114928,True,-0.53
1050,31,-20,0X1C0F8,114936,True,-0.82
1050,31,-20,0X1C100,114944,True,-1.1
1050,31,-20,0X1C108,114952,True,-1.38
1050,31,-20,0X1C110,114960,True,-1.65
1050,31,-20,0X1C118,114968,True,-1.92
1050,31,-20,0X1C120,114976,True,-2.16
1050,31,-15,0X1C000,114688,True,27.18
1050,31,-15,0X1C008,114696,True,25.1
1050,31,-15,0X1C010,114704,True,21.74
1050,31,-15,0X1C018,114712,True,18.93
1050,31,-15,0X1C020,114720,True,16.72
1050,31,-15,0X1C028,114728,True,14.91
1050,31,-15,0X1C030,114736,True,13.4
1050,31,-15,0X1C038,114744,True,12.11
1050,31,-15,0X1C040,114752,True,10.98
1050,31,-15,0X1C048,114760,True,9.98
1050,31,-15,0X1C050,114768,True,9.05
1050,31,-15,0X1C058,114776,True,8.24
1050,31,-15,0X1C060,114784,True,7.49
1050,31,-15,0X1C068,114792,True,6.8
1050,31,-15,0X1C070,114800,True,6.13
1050,31,-15,0X1C078,114808,True,5.56
1050,31,-15,0X1C080,114816,True,4.97
1050,31,-15,0X1C088,114824,True,4.45
1050,31,-15,0X1C090,114832,True,3.93
1050,31,-15,0X1C098,114840,True,3.46
1050,31,-15,0X1C0A0,114848,True,3.02
1050,31,-15,0X1C0A8,114856,True,2.61
1050,31,-15,0X1C0B0,114864,True,2.18
1050,31,-15,0X1C0B8,114872,True,1.81
1050,31,-15,0X1C0C0,114880,True,1.44
1050,31,-15,0X1C0C8,114888,True,1.07
1050,31,-15,0X1C0D0,114896,True,0.74
1050,31,-15,0X1C0D8,114904,True,0.39
1050,31,-15,0X1C0E0,114912,True,0.1
1050,31,-15,0X1C0E8,114920,True,-0.24
1050,31,-15,0X1C0F0,114928,True,-0.53
1050,31,-15,0X1C0F8,114936,True,-0.84
1050,31,-15,0X1C100,114944,True,-1.09
1050,31,-15,0X1C108,114952,True,-1.38
1050,31,-15,0X1C110,114960,True,-1.65
1050,31,-15,0X1C118,114968,True,-1.9
1050,31,-15,0X1C120,114976,True,-2.18
1050,31,-10,0X1C000,114688,True,27.24
1050,31,-10,0X1C008,114696,True,25.08
1050,31,-10,0X1C010,114704,True,21.75
1050,31,-10,0X1C018,114712,True,18.92
1050,31,-10,0X1C020,114720,True,16.73
1050,31,-10,0X1C028,114728,True,14.91
1050,31,-10,0X1C030,114736,True,13.41
1050,31,-10,0X1C038,114744,True,12.11
1050,31,-10,0X1C040,114752,True,10.95
1050,31,-10,0X1C048,114760,True,9.96
1050,31,-10,0X1C050,114768,True,9.05
1050,31,-10,0X1C058,114776,True,8.25
1050,31,-10,0X1C060,114784,True,7.49
1050,31,-10,0X1C068,114792,True,6.83
1050,31,-10,0X1C070,114800,True,6.12
1050,31,-10,0X1C078,114808,True,5.57
1050,31,-10,0X1C080,114816,True,4.99
1050,31,-10,0X1C088,114824,True,4.44
1050,31,-10,0X1C090,114832,True,3.97
1050,31,-10,0X1C098,114840,True,3.48
1050,31,-10,0X1C0A0,114848,True,3.05
1050,31,-10,0X1C0A8,114856,True,2.61
1050,31,-10,0X1C0B0,114864,True,2.2
1050,31,-10,0X1C0B8,114872,True,1.82
1050,31,-10,0X1C0C0,114880,True,1.41
1050,31,-10,0X1C0C8,114888,True,1.07
1050,31,-10,0X1C0D0,114896,True,0.74
1050,31,-10,0X1C0D8,114904,True,0.4
1050,31,-10,0X1C0E0,114912,True,0.08
1050,31,-10,0X1C0E8,114920,True,-0.23
1050,31,-10,0X1C0F0,114928,True,-0.53
1050,31,-10,0X1C0F8,114936,True,-0.83
1050,31,-10,0X1C100,114944,True,-1.12
1050,31,-10,0X1C108,114952,True,-1.38
1050,31,-10,0X1C110,114960,True,-1.66
1050,31,-10,0X1C118,114968,True,-1.93
1050,31,-10,0X1C120,114976,True,-2.17
1050,31,-5,0X1C000,114688,True,27.2
1050,31,-5,0X1C008,114696,True,25.12
1050,31,-5,0X1C010,114704,True,21.75
1050,31,-5,0X1C018,114712,True,18.94
1050,31,-5,0X1C020,114720,True,16.71
1050,31,-5,0X1C028,114728,True,14.94
1050,31,-5,0X1C030,114736,True,13.42
1050,31,-5,0X1C038,114744,True,12.11
1050,31,-5,0X1C040,114752,True,10.97
1050,31,-5,0X1C048,114760,True,9.96
1050,31,-5,0X1C050,114768,True,9.05
1050,31,-5,0X1C058,114776,True,8.24
1050,31,-5,0X1C060,114784,True,7.48
1050,31,-5,0X1C068,114792,True,6.78
1050,31,-5,0X1C070,114800,True,6.16
1050,31,-5,0X1C078,114808,True,5.54
1050,31,-5,0X1C080,114816,True,4.99
1050,31,-5,0X1C088,114824,True,4.44
1050,31,-5,0X1C090,114832,True,3.96
1050,31,-5,0X1C098,114840,True,3.5
1050,31,-5,0X1C0A0,114848,True,3.04
1050,31,-5,0X1C0A8,114856,True,2.61
1050,31,-5,0X1C0B0,114864,True,2.19
1050,31,-5,0X1C0B8,114872,True,1.8
1050,31,-5,0X1C0C0,114880,True,1.42
1050,31,-5,0X1C0C8,114888,True,1.07
1050,31,-5,0X1C0D0,114896,True,0.71
1050,31,-5,0X1C0D8,114904,True,0.39
1050,31,-5,0X1C0E0,114912,True,0.1
1050,31,-5,0X1C0E8,114920,True,-0.22
1050,31,-5,0X1C0F0,114928,True,-0.52
1050,31,-5,0X1C0F8,114936,True,-0.83
1050,31,-5,0X1C100,114944,True,-1.1
1050,31,-5,0X1C108,114952,True,-1.37
1050,31,-5,0X1C110,114960,True,-1.66
1050,31,-5,0X1C118,114968,True,-1.92
1050,31,-5,0X1C120,114976,True,-2.19
1050,36,-30,0X1C000,114688,True,25.13
1050,36,-30,0X1C008,114696,True,23.55
1050,36,-30,0X1C010,114704,True,20.64
1050,36,-30,0X1C018,114712,True,18.07
1050,36,-30,0X1C020,114720,True,15.94
1050,36,-30,0X1C028,114728,True,14.17
1050,36,-30,0X1C030,114736,True,12.69
1050,36,-30,0X1C038,114744,True,11.4
1050,36,-30,0X1C040,114752,True,10.26
1050,36,-30,0X1C048,114760,True,9.29
1050,36,-30,0X1C050,114768,True,8.41
1050,36,-30,0X1C058,114776,True,7.56
1050,36,-30,0X1C060,114784,True,6.82
1050,36,-30,0X1C068,114792,True,6.13
1050,36,-30,0X1C070,114800,True,5.48
1050,36,-30,0X1C078,114808,True,4.89
1050,36,-30,0X1C080,114816,True,4.31
1050,36,-30,0X1C088,114824,True,3.79
1050,36,-30,0X1C090,114832,True,3.31
1050,36,-30,0X1C098,114840,True,2.82
1050,36,-30,0X1C0A0,114848,True,2.35
1050,36,-30,0X1C0A8,114856,True,1.94
1050,36,-30,0X1C0B0,114864,True,1.52
1050,36,-30,0X1C0B8,114872,True,1.14
1050,36,-30,0X1C0C0,114880,True,0.77
1050,36,-30,0X1C0C8,114888,True,0.38
1050,36,-30,0X1C0D0,114896,True,0.07
1050,36,-30,0X1C0D8,114904,True,-0.27
1050,36,-30,0X1C0E0,114912,True,-0.6
1050,36,-30,0X1C0E8,114920,True,-0.9
1050,36,-30,0X1C0F0,114928,True,-1.21
1050,36,-30,0X1C0F8,114936,True,-1.51
1050,36,-30,0X1C100,114944,True,-1.78
1050,36,-30,0X1C108,114952,True,-2.03
1050,36,-25,0X1C000,114688,True,25.56
1050,36,-25,0X1C008,114696,True,23.82
1050,36,-25,0X1C010,114704,True,20.77
1050,36,-25,0X1C018,114712,True,18.13
1050,36,-25,0X1C020,114720,True,16.0
1050,36,-25,0X1C028,114728,True,14.21
1050,36,-25,0X1C030,114736,True,12.75
1050,36,-25,0X1C038,114744,True,11.44
1050,36,-25,0X1C040,114752,True,10.31
1050,36,-25,0X1C048,114760,True,9.32
1050,36,-25,0X1C050,114768,True,8.4
1050,36,-25,0X1C058,114776,True,7.57
1050,36,-25,0X1C060,114784,True,6.82
1050,36,-25,0X1C068,114792,True,6.13
1050,36,-25,0X1C070,114800,True,5.5
1050,36,-25,0X1C078,114808,True,4.87
1050,36,-25,0X1C080,114816,True,4.34
1050,36,-25,0X1C088,114824,True,3.78
1050,36,-25,0X1C090,114832,True,3.27
1050,36,-25,0X1C098,114840,True,2.81
1050,36,-25,0X1C0A0,114848,True,2.36
1050,36,-25,0X1C0A8,114856,True,1.91
1050,36,-25,0X1C0B0,114864,True,1.55
1050,36,-25,0X1C0B8,114872,True,1.15
1050,36,-25,0X1C0C0,114880,True,0.76
1050,36,-25,0X1C0C8,114888,True,0.43
1050,36,-25,0X1C0D0,114896,True,0.08
1050,36,-25,0X1C0D8,114904,True,-0.27
1050,36,-25,0X1C0E0,114912,True,-0.56
1050,36,-25,0X1C0E8,114920,True,-0.9
1050,36,-25,0X1C0F0,114928,True,-1.22
1050,36,-25,0X1C0F8,114936,True,-1.48
1050,36,-25,0X1C100,114944,True,-1.78
1050,36,-25,0X1C108,114952,True,-2.04
1050,36,-20,0X1C000,114688,True,25.61
1050,36,-20,0X1C008,114696,True,23.86
1050,36,-20,0X1C010,114704,True,20.81
1050,36,-20,0X1C018,114712,True,18.15
1050,36,-20,0X1C020,114720,True,16.0
1050,36,-20,0X1C028,114728,True,14.23
1050,36,-20,0X1C030,114736,True,12.71
1050,36,-20,0X1C038,114744,True,11.44
1050,36,-20,0X1C040,114752,True,10.31
1050,36,-20,0X1C048,114760,True,9.3
1050,36,-20,0X1C050,114768,True,8.41
1050,36,-20,0X1C058,114776,True,7.57
1050,36,-20,0X1C060,114784,True,6.84
1050,36,-20,0X1C068,114792,True,6.15
1050,36,-20,0X1C070,114800,True,5.47
1050,36,-20,0X1C078,114808,True,4.88
1050,36,-20,0X1C080,114816,True,4.31
1050,36,-20,0X1C088,114824,True,3.79
1050,36,-20,0X1C090,114832,True,3.28
1050,36,-20,0X1C098,114840,True,2.81
1050,36,-20,0X1C0A0,114848,True,2.39
1050,36,-20,0X1C0A8,114856,True,1.93
1050,36,-20,0X1C0B0,114864,True,1.52
1050,36,-20,0X1C0B8,114872,True,1.14
1050,36,-20,0X1C0C0,114880,True,0.76
1050,36,-20,0X1C0C8,114888,True,0.42
1050,36,-20,0X1C0D0,114896,True,0.06
1050,36,-20,0X1C0D8,114904,True,-0.26
1050,36,-20,0X1C0E0,114912,True,-0.61
1050,36,-20,0X1C0E8,114920,True,-0.89
1050,36,-20,0X1C0F0,114928,True,-1.19
1050,36,-20,0X1C0F8,114936,True,-1.49
1050,36,-20,0X1C100,114944,True,-1.77
1050,36,-20,0X1C108,114952,True,-2.05
1050,36,-15,0X1C000,114688,True,25.7
1050,36,-15,0X1C008,114696,True,23.91
1050,36,-15,0X1C010,114704,True,20.83
1050,36,-15,0X1C018,114712,True,18.16
1050,36,-15,0X1C020,114720,True,15.99
1050,36,-15,0X1C028,114728,True,14.23
1050,36,-15,0X1C030,114736,True,12.75
1050,36,-15,0X1C038,114744,True,11.42
1050,36,-15,0X1C040,114752,True,10.32
1050,36,-15,0X1C048,114760,True,9.3
1050,36,-15,0X1C050,114768,True,8.41
1050,36,-15,0X1C058,114776,True,7.57
1050,36,-15,0X1C060,114784,True,6.82
1050,36,-15,0X1C068,114792,True,6.13
1050,36,-15,0X1C070,114800,True,5.5
1050,36,-15,0X1C078,114808,True,4.91
1050,36,-15,0X1C080,114816,True,4.31
1050,36,-15,0X1C088,114824,True,3.78
1050,36,-15,0X1C090,114832,True,3.26
1050,36,-15,0X1C098,114840,True,2.84
1050,36,-15,0X1C0A0,114848,True,2.36
1050,36,-15,0X1C0A8,114856,True,1.93
1050,36,-15,0X1C0B0,114864,True,1.52
1050,36,-15,0X1C0B8,114872,True,1.11
1050,36,-15,0X1C0C0,114880,True,0.77
1050,36,-15,0X1C0C8,114888,True,0.41
1050,36,-15,0X1C0D0,114896,True,0.07
1050,36,-15,0X1C0D8,114904,True,-0.24
1050,36,-15,0X1C0E0,114912,True,-0.59
1050,36,-15,0X1C0E8,114920,True,-0.91
1050,36,-15,0X1C0F0,114928,True,-1.21
1050,36,-15,0X1C0F8,114936,True,-1.5
1050,36,-10,0X1C000,114688,True,25.7
1050,36,-10,0X1C008,114696,True,23.93
1050,36,-10,0X1C010,114704,True,20.83
1050,36,-10,0X1C018,114712,True,18.16
1050,36,-10,0X1C020,114720,True,16.01
1050,36,-10,0X1C028,114728,True,14.22
1050,36,-10,0X1C030,114736,True,12.74
1050,36,-10,0X1C038,114744,True,11.45
1050,36,-10,0X1C040,114752,True,10.3
1050,36,-10,0X1C048,114760,True,9.3
1050,36,-10,0X1C050,114768,True,8.41
1050,36,-10,0X1C058,114776,True,7.58
1050,36,-10,0X1C060,114784,True,6.82
1050,36,-10,0X1C068,114792,True,6.13
1050,36,-10,0X1C070,114800,True,5.49
1050,36,-10,0X1C078,114808,True,4.89
1050,36,-10,0X1C080,114816,True,4.32
1050,36,-10,0X1C088,114824,True,3.79
1050,36,-10,0X1C090,114832,True,3.28
1050,36,-10,0X1C098,114840,True,2.83
1050,36,-10,0X1C0A0,114848,True,2.37
1050,36,-10,0X1C0A8,114856,True,1.95
1050,36,-10,0X1C0B0,114864,True,1.54
1050,36,-10,0X1C0B8,114872,True,1.16
1050,36,-10,0X1C0C0,114880,True,0.79
1050,36,-10,0X1C0C8,114888,True,0.4
1050,36,-10,0X1C0D0,114896,True,0.1
1050,36,-10,0X1C0D8,114904,True,-0.28
1050,36,-10,0X1C0E0,114912,True,-0.58
1050,36,-10,0X1C0E8,114920,True,-0.91
1050,36,-10,0X1C0F0,114928,True,-1.22
1050,36,-10,0X1C0F8,114936,True,-1.49
1050,36,-10,0X1C100,114944,True,-1.76
1050,36,-10,0X1C108,114952,True,-2.02
1050,36,-5,0X1C000,114688,True,25.7
1050,36,-5,0X1C008,114696,True,23.91
1050,36,-5,0X1C010,114704,True,20.85
1050,36,-5,0X1C018,114712,True,18.15
1050,36,-5,0X1C020,114720,True,16.0
1050,36,-5,0X1C028,114728,True,14.23
1050,36,-5,0X1C030,114736,True,12.74
1050,36,-5,0X1C038,114744,True,11.45
1050,36,-5,0X1C040,114752,True,10.31
1050,36,-5,0X1C048,114760,True,9.31
1050,36,-5,0X1C050,114768,True,8.4
1050,36,-5,0X1C058,114776,True,7.58
1050,36,-5,0X1C060,114784,True,6.83
1050,36,-5,0X1C068,114792,True,6.16
1050,36,-5,0X1C070,114800,True,5.49
1050,36,-5,0X1C078,114808,True,4.87
1050,36,-5,0X1C080,114816,True,4.31
1050,36,-5,0X1C088,114824,True,3.8
1050,36,-5,0X1C090,114832,True,3.29
1050,36,-5,0X1C098,114840,True,2.83
1050,36,-5,0X1C0A0,114848,True,2.39
1050,36,-5,0X1C0A8,114856,True,1.95
1050,36,-5,0X1C0B0,114864,True,1.53
1050,36,-5,0X1C0B8,114872,True,1.14
1050,36,-5,0X1C0C0,114880,True,0.74
1050,36,-5,0X1C0C8,114888,True,0.41
1050,36,-5,0X1C0D0,114896,True,0.06
1050,36,-5,0X1C0D8,114904,True,-0.28
1050,36,-5,0X1C0E0,114912,True,-0.58
1050,36,-5,0X1C0E8,114920,True,-0.89
1050,36,-5,0X1C0F0,114928,True,-1.2
1050,36,-5,0X1C0F8,114936,True,-1.5
1050,36,-5,0X1C100,114944,True,-1.76
1050,36,-5,0X1C108,114952,True,-2.09
1050,41,-30,0X1C000,114688,True,24.12
1050,41,-30,0X1C008,114696,True,22.62
1050,41,-30,0X1C010,114704,True,19.91
1050,41,-30,0X1C018,114712,True,17.38
1050,41,-30,0X1C020,114720,True,15.29
1050,41,-30,0X1C028,114728,True,13.58
1050,41,-30,0X1C030,114736,True,12.08
1050,41,-30,0X1C038,114744,True,10.82
1050,41,-30,0X1C040,114752,True,9.71
1050,41,-30,0X1C048,114760,True,8.71
1050,41,-30,0X1C050,114768,True,7.81
1050,41,-30,0X1C058,114776,True,6.98
1050,41,-30,0X1C060,114784,True,6.25
1050,41,-30,0X1C068,114792,True,5.53
1050,41,-30,0X1C070,114800,True,4.89
1050,41,-30,0X1C078,114808,True,4.3
1050,41,-30,0X1C080,114816,True,3.73
1050,41,-30,0X1C088,114824,True,3.21
1050,41,-30,0X1C090,114832,True,2.7
1050,41,-30,0X1C098,114840,True,2.2
1050,41,-30,0X1C0A0,114848,True,1.75
1050,41,-30,0X1C0A8,114856,True,1.35
1050,41,-30,0X1C0B0,114864,True,0.94
1050,41,-30,0X1C0B8,114872,True,0.54
1050,41,-30,0X1C0C0,114880,True,0.18
1050,41,-30,0X1C0C8,114888,True,-0.16
1050,41,-30,0X1C0D0,114896,True,-0.54
1050,41,-30,0X1C0D8,114904,True,-0.84
1050,41,-30,0X1C0E0,114912,True,-1.16
1050,41,-30,0X1C0E8,114920,True,-1.48
1050,41,-30,0X1C0F0,114928,True,-1.79
1050,41,-30,0X1C0F8,114936,True,-2.08
1050,41,-25,0X1C000,114688,True,24.52
1050,41,-25,0X1C008,114696,True,22.91
1050,41,-25,0X1C010,114704,True,20.05
1050,41,-25,0X1C018,114712,True,17.47
1050,41,-25,0X1C020,114720,True,15.37
1050,41,-25,0X1C028,114728,True,13.62
1050,41,-25,0X1C030,114736,True,12.12
1050,41,-25,0X1C038,114744,True,10.86
1050,41,-25,0X1C040,114752,True,9.73
1050,41,-25,0X1C048,114760,True,8.71
1050,41,-25,0X1C050,114768,True,7.82
1050,41,-25,0X1C058,114776,True,7.01
1050,41,-25,0X1C060,114784,True,6.24
1050,41,-25,0X1C068,114792,True,5.55
1050,41,-25,0X1C070,114800,True,4.91
1050,41,-25,0X1C078,114808,True,4.29
1050,41,-25,0X1C080,114816,True,3.73
1050,41,-25,0X1C088,114824,True,3.2
1050,41,-25,0X1C090,114832,True,2.72
1050,41,-25,0X1C098,114840,True,2.24
1050,41,-25,0X1C0A0,114848,True,1.8
1050,41,-25,0X1C0A8,114856,True,1.37
1050,41,-25,0X1C0B0,114864,True,0.95
1050,41,-25,0X1C0B8,114872,True,0.56
1050,41,-25,0X1C0C0,114880,True,0.2
1050,41,-25,0X1C0C8,114888,True,-0.19
1050,41,-25,0X1C0D0,114896,True,-0.51
1050,41,-25,0X1C0D8,114904,True,-0.83
1050,41,-25,0X1C0E0,114912,True,-1.17
1050,41,-25,0X1C0E8,114920,True,-1.51
1050,41,-25,0X1C0F0,114928,True,-1.78
1050,41,-25,0X1C0F8,114936,True,-2.09
1050,41,-20,0X1C000,114688,True,24.56
1050,41,-20,0X1C008,114696,True,22.96
1050,41,-20,0X1C010,114704,True,20.08
1050,41,-20,0X1C018,114712,True,17.49
1050,41,-20,0X1C020,114720,True,15.37
1050,41,-20,0X1C028,114728,True,13.63
1050,41,-20,0X1C030,114736,True,12.14
1050,41,-20,0X1C038,114744,True,10.86
1050,41,-20,0X1C040,114752,True,9.71
1050,41,-20,0X1C048,114760,True,8.74
1050,41,-20,0X1C050,114768,True,7.81
1050,41,-20,0X1C058,114776,True,6.99
1050,41,-20,0X1C060,114784,True,6.25
1050,41,-20,0X1C068,114792,True,5.55
1050,41,-20,0X1C070,114800,True,4.94
1050,41,-20,0X1C078,114808,True,4.31
1050,41,-20,0X1C080,114816,True,3.72
1050,41,-20,0X1C088,114824,True,3.18
1050,41,-20,0X1C090,114832,True,2.69
1050,41,-20,0X1C098,114840,True,2.22
1050,41,-20,0X1C0A0,114848,True,1.79
1050,41,-20,0X1C0A8,114856,True,1.35
1050,41,-20,0X1C0B0,114864,True,0.94
1050,41,-20,0X1C0B8,114872,True,0.56
1050,41,-20,0X1C0C0,114880,True,0.18
1050,41,-20,0X1C0C8,114888,True,-0.15
1050,41,-20,0X1C0D0,114896,True,-0.51
1050,41,-20,0X1C0D8,114904,True,-0.84
1050,41,-20,0X1C0E0,114912,True,-1.19
1050,41,-20,0X1C0E8,114920,True,-1.48
1050,41,-20,0X1C0F0,114928,True,-1.79
1050,41,-20,0X1C0F8,114936,True,-2.08
1050,41,-15,0X1C000,114688,True,24.58
1050,41,-15,0X1C008,114696,True,22.99
1050,41,-15,0X1C010,114704,True,20.1
1050,41,-15,0X1C018,114712,True,17.49
1050,41,-15,0X1C020,114720,True,15.38
1050,41,-15,0X1C028,114728,True,13.63
1050,41,-15,0X1C030,114736,True,12.13
1050,41,-15,0X1C038,114744,True,10.85
1050,41,-15,0X1C040,114752,True,9.74
1050,41,-15,0X1C048,114760,True,8.72
1050,41,-15,0X1C050,114768,True,7.84
1050,41,-15,0X1C058,114776,True,6.98
1050,41,-15,0X1C060,114784,True,6.25
1050,41,-15,0X1C068,114792,True,5.55
1050,41,-15,0X1C070,114800,True,4.91
1050,41,-15,0X1C078,114808,True,4.3
1050,41,-15,0X1C080,114816,True,3.71
1050,41,-15,0X1C088,114824,True,3.2
1050,41,-15,0X1C090,114832,True,2.7
1050,41,-15,0X1C098,114840,True,2.23
1050,41,-15,0X1C0A0,114848,True,1.79
1050,41,-15,0X1C0A8,114856,True,1.36
1050,41,-15,0X1C0B0,114864,True,0.9
1050,41,-15,0X1C0B8,114872,True,0.56
1050,41,-15,0X1C0C0,114880,True,0.19
1050,41,-15,0X1C0C8,114888,True,-0.16
1050,41,-15,0X1C0D0,114896,True,-0.51
1050,41,-15,0X1C0D8,114904,True,-0.84
1050,41,-15,0X1C0E0,114912,True,-1.17
1050,41,-15,0X1C0E8,114920,True,-1.48
1050,41,-15,0X1C0F0,114928,True,-1.78
1050,41,-15,0X1C0F8,114936,True,-2.07
1050,41,-10,0X1C000,114688,True,24.63
1050,41,-10,0X1C008,114696,True,23.01
1050,41,-10,0X1C010,114704,True,20.11
1050,41,-10,0X1C018,114712,True,17.49
1050,41,-10,0X1C020,114720,True,15.4
1050,41,-10,0X1C028,114728,True,13.61
1050,41,-10,0X1C030,114736,True,12.15
1050,41,-10,0X1C038,114744,True,10.85
1050,41,-10,0X1C040,114752,True,9.72
1050,41,-10,0X1C048,114760,True,8.73
1050,41,-10,0X1C050,114768,True,7.83
1050,41,-10,0X1C058,114776,True,7.01
1050,41,-10,0X1C060,114784,True,6.25
1050,41,-10,0X1C068,114792,True,5.56
1050,41,-10,0X1C070,114800,True,4.91
1050,41,-10,0X1C078,114808,True,4.3
1050,41,-10,0X1C080,114816,True,3.74
1050,41,-10,0X1C088,114824,True,3.2
1050,41,-10,0X1C090,114832,True,2.7
1050,41,-10,0X1C098,114840,True,2.25
1050,41,-10,0X1C0A0,114848,True,1.78
1050,41,-10,0X1C0A8,114856,True,1.35
1050,41,-10,0X1C0B0,114864,True,0.96
1050,41,-10,0X1C0B8,114872,True,0.58
1050,41,-10,0X1C0C0,114880,True,0.19
1050,41,-10,0X1C0C8,114888,True,-0.16
1050,41,-10,0X1C0D0,114896,True,-0.53
1050,41,-10,0X1C0D8,114904,True,-0.85
1050,41,-10,0X1C0E0,114912,True,-1.15
1050,41,-10,0X1C0E8,114920,True,-1.5
1050,41,-10,0X1C0F0,114928,True,-1.76
1050,41,-10,0X1C0F8,114936,True,-2.11
1050,41,-5,0X1C000,114688,True,24.62
1050,41,-5,0X1C008,114696,True,22.99
1050,41,-5,0X1C010,114704,True,20.11
1050,41,-5,0X1C018,114712,True,17.52
1050,41,-5,0X1C020,114720,True,15.39
1050,41,-5,0X1C028,114728,True,13.63
1050,41,-5,0X1C030,114736,True,12.15
1050,41,-5,0X1C038,114744,True,10.86
1050,41,-5,0X1C040,114752,True,9.73
1050,41,-5,0X1C048,114760,True,8.74
1050,41,-5,0X1C050,114768,True,7.84
1050,41,-5,0X1C058,114776,True,7.01
1050,41,-5,0X1C060,114784,True,6.26
1050,41,-5,0X1C068,114792,True,5.55
1050,41,-5,0X1C070,114800,True,4.9
1050,41,-5,0X1C078,114808,True,4.29
1050,41,-5,0X1C080,114816,True,3.74
1050,41,-5,0X1C088,114824,True,3.2
1050,41,-5,0X1C090,114832,True,2.71
1050,41,-5,0X1C098,114840,True,2.22
1050,41,-5,0X1C0A0,114848,True,1.77
1050,41,-5,0X1C0A8,114856,True,1.34
1050,41,-5,0X1C0B0,114864,True,0.96
1050,41,-5,0X1C0B8,114872,True,0.56
1050,41,-5,0X1C0C0,114880,True,0.18
1050,41,-5,0X1C0C8,114888,True,-0.16
1050,41,-5,0X1C0D0,114896,True,-0.52
1050,41,-5,0X1C0D8,114904,True,-0.82
1050,41,-5,0X1C0E0,114912,True,-1.19
1050,41,-5,0X1C0E8,114920,True,-1.47
1050,41,-5,0X1C0F0,114928,True,-1.79
1050,41,-5,0X1C0F8,114936,True,-2.07
1050,46,-30,0X1C000,114688,True,23.56
1050,46,-30,0X1C008,114696,True,22.1
1050,46,-30,0X1C010,114704,True,19.38
1050,46,-30,0X1C018,114712,True,16.88
1050,46,-30,0X1C020,114720,True,14.79
